date,Revenue,COGS,active_promos_count,max_discount_value,promo_type_percentage,promo_type_fixed,promo_channel_email,promo_channel_online,promo_channel_all_channels,promo_channel_in_store,promo_channel_social_media,day_of_week,day_of_month,month,year_trend,is_weekend,is_tet_window,is_mega_sale,is_payday,COGS_lag_1d,gross_margin_lag_1d,margin_rate_lag_1d,total_quantity_lag_1d,avg_unit_price_lag_1d,total_discount_lag_1d,unique_items_lag_1d,order_count_lag_1d,unique_customers_lag_1d,unique_zips_lag_1d,orders_payment_apple_pay_lag_1d,orders_payment_bank_transfer_lag_1d,orders_payment_cod_lag_1d,orders_payment_credit_card_lag_1d,orders_payment_paypal_lag_1d,orders_device_desktop_lag_1d,orders_device_mobile_lag_1d,orders_device_tablet_lag_1d,orders_source_direct_lag_1d,orders_source_email_campaign_lag_1d,orders_source_organic_search_lag_1d,orders_source_paid_search_lag_1d,orders_source_referral_lag_1d,orders_source_social_media_lag_1d,orders_status_cancelled_lag_1d,orders_status_created_lag_1d,orders_status_delivered_lag_1d,orders_status_paid_lag_1d,orders_status_returned_lag_1d,orders_status_shipped_lag_1d,orders_region_Central_lag_1d,orders_region_East_lag_1d,orders_region_West_lag_1d,total_payment_value_lag_1d,avg_installments_lag_1d,total_shipping_fee_lag_1d,avg_delivery_days_lag_1d,return_quantity_lag_1d,refund_amount_lag_1d,avg_rating_lag_1d,total_reviews_lag_1d,total_sessions_lag_1d,total_unique_visitors_lag_1d,total_page_views_lag_1d,avg_session_duration_sec_lag_1d,qty_category_Casual_lag_1d,qty_category_GenZ_lag_1d,qty_category_Outdoor_lag_1d,qty_category_Streetwear_lag_1d,qty_segment_Activewear_lag_1d,qty_segment_All-weather_lag_1d,qty_segment_Balanced_lag_1d,qty_segment_Everyday_lag_1d,qty_segment_Performance_lag_1d,qty_segment_Premium_lag_1d,qty_segment_Standard_lag_1d,qty_segment_Trendy_lag_1d,order_count_lag_7d,order_count_lag_30d,total_quantity_lag_7d,total_quantity_lag_30d,total_sessions_lag_7d,total_sessions_lag_30d,return_quantity_lag_7d,return_quantity_lag_30d,refund_amount_lag_7d,refund_amount_lag_30d,COGS_lag_7d,COGS_lag_30d,gross_margin_lag_7d,gross_margin_lag_30d,revenue_lag_1d,revenue_lag_7d,revenue_lag_8d,revenue_lag_14d,revenue_lag_30d,revenue_lag_31d,revenue_lag_90d,revenue_lag_365d,revenue_rmean_7d,revenue_rstd_7d,revenue_rmean_14d,revenue_rstd_14d,revenue_rmean_30d,revenue_rstd_30d,order_count_rmean_7d,sessions_rmean_7d,revenue_wow,revenue_mom,discount_rate_lag_1d,avg_order_value_lag_1d
2012-07-17,4476729.49,3463061.65,0,0.0,0,0,0,0,0,0,0,1,17,7,0,0,0,0,1,2708219.59,795581.9000000004,0.22706249262996928,719.0,4812.574220779221,0.0,93.0,140.0,139.0,138.0,16.0,7.0,25.0,72.0,20.0,57.0,60.0,23.0,10.0,23.0,39.0,31.0,15.0,22.0,11.0,0.0,110.0,8.0,7.0,4.0,35.0,71.0,34.0,3503801.49,3.5357142857142856,497.96,4.148760330578512,4.0,16170.54,4.25,4.0,0.0,0.0,0.0,0.0,33.0,81.0,217.0,388.0,206.0,33.0,78.0,213.0,90.0,11.0,7.0,81.0,183.0,0.0,928.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4044438.84,0.0,1190499.7800000003,0.0,3503801.49,5234938.62,3548386.46,0.0,0.0,0.0,0.0,0.0,4733634.472857143,936995.3367555393,4049381.647692308,1203607.6439870547,4049381.647692308,1203607.6439870547,185.28571428571428,0.0,-0.012564857436638889,0.0,0.0,25027.1535
2012-07-18,5184141.46,4072012.16,0,0.0,0,0,0,0,0,0,0,2,18,7,0,0,0,0,1,3463061.65,1013667.8400000003,0.22643044263994613,958.0,4765.672512315271,0.0,117.0,185.0,183.0,182.0,14.0,4.0,27.0,105.0,35.0,77.0,82.0,26.0,17.0,21.0,51.0,39.0,24.0,33.0,19.0,1.0,148.0,5.0,9.0,3.0,64.0,85.0,36.0,4476729.49,3.3351351351351353,611.37,4.54375,5.0,22944.07,3.875,8.0,0.0,0.0,0.0,0.0,28.0,78.0,330.0,522.0,296.0,28.0,108.0,278.0,124.0,34.0,12.0,78.0,221.0,0.0,1097.0,0.0,0.0,0.0,4.0,0.0,6493.75,0.0,4338313.07,0.0,1244571.71,0.0,4476729.49,5582884.78,5234938.62,5123547.94,0.0,0.0,0.0,0.0,4625318.882857143,912901.0552103134,4079906.493571428,1162015.4169264128,4079906.493571428,1162015.4169264128,185.57142857142858,0.0,-0.144836298004197,0.0,0.0,24198.537783783784
2012-07-19,6421487.11,5007270.91,0,0.0,0,0,0,0,0,0,0,3,19,7,0,0,0,0,1,4072012.16,1112129.2999999998,0.2145252610448635,1085.0,4552.3076171875,0.0,128.0,225.0,223.0,218.0,28.0,6.0,37.0,120.0,34.0,82.0,103.0,40.0,17.0,22.0,71.0,50.0,17.0,48.0,21.0,1.0,187.0,0.0,14.0,2.0,62.0,117.0,46.0,5184141.46,3.6133333333333333,1436.98,4.4236453201970445,4.0,23202.75,4.875,8.0,0.0,0.0,0.0,0.0,26.0,43.0,380.0,636.0,374.0,26.0,81.0,342.0,178.0,6.0,35.0,43.0,246.0,0.0,1241.0,0.0,0.0,0.0,1.0,0.0,4834.0,0.0,4458811.27,0.0,1275820.75,0.0,5184141.46,5734632.02,5582884.78,2751773.45,0.0,0.0,0.0,0.0,4568355.551428571,853714.091200533,4084234.602142857,1166306.5607132942,4153522.158,1155474.0415460677,186.14285714285714,0.0,-0.07142245196040035,0.0,0.0,23040.628711111112
2012-07-20,5171470.46,4213989.64,0,0.0,0,0,0,0,0,0,0,4,20,7,0,0,0,0,1,5007270.91,1414216.2000000002,0.22023188332772345,1322.0,4797.875121107266,0.0,142.0,263.0,259.0,247.0,32.0,14.0,34.0,152.0,31.0,109.0,123.0,31.0,23.0,40.0,68.0,49.0,25.0,58.0,20.0,0.0,214.0,5.0,21.0,3.0,68.0,136.0,59.0,6421487.11,3.4600760456273765,1562.93,4.277310924369748,11.0,35697.71,3.5555555555555554,9.0,0.0,0.0,0.0,0.0,66.0,96.0,479.0,681.0,441.0,66.0,143.0,391.0,147.0,38.0,0.0,96.0,201.0,0.0,995.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4143402.78,0.0,1166108.9300000002,0.0,6421487.11,5309511.71,5734632.02,3054029.42,0.0,0.0,0.0,0.0,4666477.707142857,1031137.4437340151,4346357.006428571,1252962.8060116812,4295269.9675,1252034.8666376893,188.57142857142858,0.0,0.11977317596046919,0.0,0.0,24416.30079847909
2012-07-21,3442157.02,2746075.45,0,0.0,0,0,0,0,0,0,0,5,21,7,0,1,0,0,0,4213989.64,957480.8200000003,0.1851467251734046,1227.0,4295.56492248062,0.0,127.0,231.0,230.0,220.0,24.0,11.0,33.0,126.0,37.0,83.0,109.0,39.0,13.0,27.0,67.0,54.0,27.0,43.0,23.0,2.0,186.0,3.0,7.0,10.0,74.0,104.0,53.0,5171470.46,3.4805194805194803,1040.52,4.467980295566503,1.0,1511.59,4.6,10.0,0.0,0.0,0.0,0.0,19.0,107.0,532.0,569.0,492.0,19.0,105.0,295.0,147.0,40.0,22.0,107.0,157.0,0.0,751.0,0.0,0.0,0.0,6.0,0.0,52967.0,0.0,3075464.87,0.0,745366.54,0.0,5171470.46,3820831.41,5309511.71,2667930.94,0.0,0.0,0.0,0.0,4646757.528571429,1018026.6303597242,4497602.795,1212097.76493878,4346811.172941176,1230762.885434591,192.85714285714286,0.0,-0.025998859695518028,0.0,0.0,22387.318008658007
2012-07-22,3117550.57,2531656.38,0,0.0,0,0,0,0,0,0,0,6,22,7,0,1,0,0,0,2746075.45,696081.5699999998,0.20222249187226207,855.0,4108.2675,0.0,103.0,171.0,170.0,165.0,19.0,15.0,24.0,89.0,24.0,71.0,79.0,21.0,17.0,17.0,50.0,36.0,14.0,37.0,17.0,1.0,135.0,4.0,10.0,4.0,57.0,79.0,35.0,3442157.02,3.4853801169590644,905.44,4.530201342281879,19.0,139515.72,4.538461538461538,13.0,0.0,0.0,0.0,0.0,6.0,44.0,394.0,411.0,376.0,6.0,62.0,203.0,119.0,18.0,27.0,44.0,149.0,0.0,732.0,0.0,0.0,0.0,2.0,0.0,13534.619999999999,0.0,3154482.05,0.0,794359.23,0.0,3442157.02,3948841.28,3820831.41,2360851.9,0.0,0.0,0.0,0.0,4592661.187142857,1077550.6835372702,4552904.657857143,1137568.3727716445,4296552.608888889,1212905.3355320375,194.85714285714286,0.0,-0.09910785097948097,0.0,0.0,20129.57321637427
2012-07-23,4730517.69,3685006.66,0,0.0,0,0,0,0,0,0,0,0,23,7,0,0,0,0,0,2531656.38,585894.19,0.1879341415141824,714.0,4197.259875,0.0,93.0,140.0,139.0,137.0,11.0,6.0,21.0,77.0,25.0,45.0,67.0,28.0,16.0,18.0,34.0,27.0,18.0,27.0,12.0,2.0,115.0,3.0,6.0,2.0,38.0,75.0,27.0,3117550.57,3.5714285714285716,777.85,4.666666666666667,24.0,196470.94,4.111111111111111,9.0,0.0,0.0,0.0,0.0,24.0,29.0,301.0,360.0,291.0,24.0,63.0,215.0,74.0,10.0,8.0,29.0,140.0,0.0,719.0,0.0,0.0,0.0,4.0,0.0,16170.54,0.0,2708219.59,0.0,795581.9000000004,0.0,3117550.57,3503801.49,3948841.28,3548386.46,0.0,0.0,0.0,0.0,4473905.371428572,1199265.0184704945,4606954.562857143,1039121.3007065237,4234499.87,1209367.477062814,193.57142857142858,0.0,-0.21051509824167966,0.0,0.0,22268.218357142858
2012-07-24,4096496.12,3248450.65,0,0.0,0,0,0,0,0,0,0,1,24,7,0,0,0,0,0,3685006.66,1045511.0300000003,0.22101408313304505,1037.0,4603.691428571428,0.0,136.0,206.0,203.0,202.0,26.0,11.0,33.0,113.0,23.0,88.0,90.0,28.0,22.0,18.0,54.0,42.0,22.0,48.0,10.0,0.0,173.0,4.0,10.0,9.0,50.0,111.0,45.0,4730517.69,3.650485436893204,1023.62,4.5,15.0,127759.84,4.363636363636363,11.0,0.0,0.0,0.0,0.0,14.0,84.0,368.0,571.0,352.0,14.0,82.0,318.0,164.0,16.0,7.0,84.0,185.0,0.0,958.0,0.0,0.0,0.0,5.0,0.0,22944.07,0.0,3463061.65,0.0,1013667.8400000003,0.0,4730517.69,4476729.49,3503801.49,5234938.62,0.0,0.0,0.0,0.0,4649150.542857142,1120951.3636251749,4691392.507857143,993514.9216791035,4259300.761,1182325.6852995206,203.0,0.0,0.3501100743010416,0.0,0.0,22963.67810679612
2012-07-25,5246688.08,4140019.37,0,0.0,0,0,0,0,0,0,0,2,25,7,0,0,0,0,0,3248450.65,848045.4700000002,0.20701727651093202,903.0,4537.082918660287,0.0,122.0,186.0,185.0,183.0,18.0,8.0,21.0,110.0,29.0,71.0,81.0,34.0,18.0,17.0,59.0,38.0,21.0,33.0,17.0,4.0,147.0,5.0,10.0,3.0,41.0,99.0,46.0,4096496.12,3.7795698924731185,701.85,4.39375,13.0,81299.68000000001,4.181818181818182,22.0,0.0,0.0,0.0,0.0,16.0,24.0,399.0,464.0,355.0,16.0,89.0,246.0,97.0,44.0,32.0,24.0,225.0,0.0,1085.0,0.0,0.0,0.0,4.0,0.0,23202.75,0.0,4072012.16,0.0,1112129.2999999998,0.0,4096496.12,5184141.46,4476729.49,5582884.78,0.0,0.0,0.0,0.0,4594831.49,1139754.0475025706,4610075.186428571,992193.3332210114,4251548.159047619,1152936.0278830326,203.14285714285714,0.0,-0.08493552510808512,0.0,0.0,22024.172688172042
2012-07-26,5851965.06,4579171.74,0,0.0,0,0,0,0,0,0,0,3,26,7,0,0,0,0,0,4140019.37,1106668.71,0.21092710165457368,1090.0,4839.926300813008,0.0,139.0,224.0,221.0,216.0,27.0,6.0,38.0,121.0,32.0,109.0,82.0,33.0,16.0,31.0,61.0,59.0,14.0,43.0,23.0,5.0,164.0,4.0,23.0,5.0,57.0,110.0,57.0,5246688.08,3.5669642857142856,1102.07,4.489583333333333,24.0,141941.0,3.75,8.0,0.0,0.0,0.0,0.0,40.0,57.0,382.0,611.0,355.0,40.0,91.0,325.0,175.0,27.0,20.0,57.0,263.0,0.0,1322.0,0.0,0.0,0.0,11.0,0.0,35697.71,0.0,5007270.91,0.0,1414216.2000000002,0.0,5246688.08,6421487.11,5184141.46,5734632.02,0.0,0.0,0.0,0.0,4603766.721428571,1145375.3123940935,4586061.136428571,970672.3666098677,4296781.791818182,1144979.0881090472,203.0,0.0,0.012064990988884033,0.0,0.0,23422.714642857143
